,xmf,upp_noerr_0,low_noerr_0,med_noerr_0,upp_err_0,low_err_0,med_err_0,upp_agn_0,low_agn_0,med_agn_0,upp_tot_0,low_tot_0,med_tot_0,upp_nov_0,low_nov_0,med_nov_0,upp_noerr_1,low_noerr_1,med_noerr_1,upp_err_1,low_err_1,med_err_1,upp_agn_1,low_agn_1,med_agn_1,upp_tot_1,low_tot_1,med_tot_1,upp_nov_1,low_nov_1,med_nov_1,upp_noerr_2,low_noerr_2,med_noerr_2,upp_err_2,low_err_2,med_err_2,upp_agn_2,low_agn_2,med_agn_2,upp_tot_2,low_tot_2,med_tot_2,upp_nov_2,low_nov_2,med_nov_2,upp_noerr_3,low_noerr_3,med_noerr_3,upp_err_3,low_err_3,med_err_3,upp_agn_3,low_agn_3,med_agn_3,upp_tot_3,low_tot_3,med_tot_3,upp_nov_3,low_nov_3,med_nov_3,upp_noerr_4,low_noerr_4,med_noerr_4,upp_err_4,low_err_4,med_err_4,upp_agn_4,low_agn_4,med_agn_4,upp_tot_4,low_tot_4,med_tot_4,upp_nov_4,low_nov_4,med_nov_4
40,10.125,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,6.750188721531802e-07,2.700075488612721e-07,4.0501132329190813e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,10.375,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,4.0501132329190813e-07,0.0,2.700075488612721e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0501132329190813e-07,1.3500377443063606e-07,2.700075488612721e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,10.625,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,4.0501132329190813e-07,1.3500377443063606e-07,2.700075488612721e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10.875,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,9.450264210144524e-07,3.8341071938300636e-07,5.400150977225442e-07,9.450264210144524e-07,4.0501132329190813e-07,6.750188721531802e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,11.125,1.2150339698757244e-06,5.400150977225442e-07,8.100226465838163e-07,9.666270249233536e-07,4.0501132329190813e-07,6.750188721531802e-07,1.2150339698757244e-06,5.184144938136424e-07,8.100226465838163e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,11.375,1.2366345737846258e-06,5.400150977225442e-07,8.100226465838163e-07,1.2150339698757244e-06,6.750188721531802e-07,9.450264210144524e-07,2.700075488612721e-06,1.7334484636893668e-06,2.025056616459541e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.400150977225442e-07,1.3500377443063606e-07,2.700075488612721e-07,4.0501132329190813e-07,0.0,1.3500377443063606e-07,6.750188721531802e-07,2.700075488612721e-07,4.0501132329190813e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,11.625,1.2150339698757244e-06,5.400150977225442e-07,9.450264210144524e-07,1.3500377443063605e-06,6.750188721531802e-07,9.450264210144524e-07,5.556755355564979e-06,3.7801056840578095e-06,4.45512455621099e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,4.0501132329190813e-07,0.0,2.700075488612721e-07,2.700075488612721e-06,1.4850415187369966e-06,2.025056616459541e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,11.875,1.4850415187369966e-06,8.100226465838163e-07,1.0800301954450885e-06,1.4850415187369966e-06,8.100226465838163e-07,1.0800301954450885e-06,1.3926989370264414e-05,1.1318716448264528e-05,1.2690354796479789e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0501132329190813e-07,0.0,2.700075488612721e-07,4.0501132329190813e-07,0.0,1.3500377443063606e-07,6.096770453287524e-06,4.433523952302088e-06,5.265147202794806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,12.125,1.3500377443063605e-06,6.750188721531802e-07,1.0800301954450885e-06,1.4850415187369966e-06,6.750188721531802e-07,1.0800301954450885e-06,4.065773670753035e-05,3.561939584577901e-05,3.7801056840578095e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,1.1880332149895973e-05,9.855275533436432e-06,1.0732800067235566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,12.375,1.7550490675982686e-06,8.100226465838163e-07,1.2825358570910424e-06,1.6200452931676325e-06,8.100226465838163e-07,1.2150339698757244e-06,0.00010314288366500594,9.369261945486141e-05,9.990279307867068e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0501132329190813e-07,1.3500377443063606e-07,2.700075488612721e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,3.699103419399428e-05,3.2784316582735656e-05,3.496597757753474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.450264210144524e-07,4.0501132329190813e-07,5.400150977225442e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0501132329190813e-07,1.3500377443063606e-07,2.700075488612721e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0
50,12.625,1.4850415187369966e-06,7.884220426749145e-07,1.0800301954450885e-06,3.1050868119046293e-06,2.025056616459541e-06,2.497569826966767e-06,0.000236278205857522,0.00022624472534183711,0.0002313964693741102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0001254401070499698,0.00011743168315074446,0.00012143589510035712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300679397514488e-06,1.4634409148280948e-06,1.8900528420289047e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.400150977225442e-07,1.3500377443063606e-07,2.700075488612721e-07,0.0,0.0,0.0,0.0,0.0,0.0
51,12.875,1.3500377443063605e-06,5.400150977225442e-07,9.450264210144524e-07,1.406199314469505e-05,1.1880332149895973e-05,1.3230369894202333e-05,0.000563365350548067,0.0005461604695346267,0.0005552705242332061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0006194837195033938,0.0006020304315450012,0.0006118371057196426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.691759129995615e-06,4.185117007349717e-06,4.995139653933534e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0
52,13.125,2.025056616459541e-06,1.2150339698757244e-06,1.6200452931676325e-06,7.11469891249452e-05,6.532022622051894e-05,6.810940420025589e-05,0.3220531131492735,0.3217560508440163,0.32189800461275464,3.7801056840578095e-06,2.5434711102731833e-06,3.1050868119046293e-06,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,4.0501132329190813e-07,0.0,1.3500377443063606e-07,0.25093295737453414,0.2506061726382983,0.25077119855208685,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18876829857725494,0.18850287035642235,0.1886528568497393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13307850720408465,0.1328653254439567,0.1329394992177044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084931382108505,0.08470822086937116,0.08483394178427194,0.0,0.0,0.0,0.0,0.0,0.0
53,13.375,6.536342742833675e-05,5.913165320061859e-05,6.189923057644663e-05,0.00027502428911911457,0.00026463439863893276,0.0002698725450868415,0.0035594771157322863,0.0035180579577369676,0.0035377064070676026,7.238362369872982e-05,6.721027906254785e-05,6.986445326785415e-05,2.0137162994073673e-05,1.725888252321251e-05,1.8630520871427776e-05,0.0,0.0,0.0,1.6200452931676325e-06,8.100226465838163e-07,1.2150339698757244e-06,0.0031654767002829414,0.0031297925026254354,0.003146465468767619,1.3500377443063605e-06,6.534182682442784e-07,9.450264210144524e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007107246704145949,0.0006924343590547323,0.0006993195515506948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000577427343692762,0.0005612376910630401,0.0005687033997890543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007440490020950531,0.0007229236114721472,0.0007322604725117699,0.0,0.0,0.0,0.0,0.0,0.0
54,13.625,0.0003755805004660295,0.00036284694446173186,0.0003688303117444977,0.0008701425274132671,0.0008434819820387051,0.0008565314468751704,0.01861285697758127,0.0185152060474601,0.01855991389740055,0.00037639052311261333,0.00036122689916856423,0.00036835779853399043,0.00011394318561945682,0.00010678798557463311,0.00011029808370982966,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,7.155200044823711e-06,5.648557922177813e-06,6.345177398239894e-06,0.008990500756094527,0.008914601634109624,0.008946025112646097,9.450264210144524e-07,5.400150977225442e-07,6.750188721531802e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030066204589859003,0.002966108526354755,0.00298743102248833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010098444331940893,0.000987990022189258,0.000999297938335568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003382060555526522,0.0003261691190244167,0.00033237929264822596,0.0,0.0,0.0,0.0,0.0,0.0
55,13.875,0.0012087319936853022,0.0011818500421206743,0.0011972134716508804,0.002310513997266655,0.0022794307282417454,0.0022958741879673967,0.012700647484242381,0.012616162122203688,0.01265113620000769,0.0012047844833209505,0.001175861274686931,0.0011917458187864398,0.0003440274183061012,0.00033085104992167113,0.00033798194928709734,6.771789325440704e-06,4.9735390500246325e-06,5.9401660749479864e-06,2.8215788856002934e-05,2.4279078793605588e-05,2.6190732239543395e-05,0.009909050236867643,0.00984632748326717,0.009879036197736224,6.750188721531802e-06,4.8601358795028975e-06,5.9401660749479864e-06,2.835079263043357e-06,1.6200452931676325e-06,2.2950641653208126e-06,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.002637455337880815,0.0026056052474171393,0.0026213682881196603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004192731220227605,0.000404719715139138,0.00041176151201343996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011639485416311717,0.00010962306483767648,0.00011218813655185856,0.0,0.0,0.0,0.0,0.0,0.0
56,14.125,0.003473236704625996,0.0034298842925808305,0.0034519115084169333,0.005216027429505964,0.005160454475799336,0.005189342583452004,0.013523463088491243,0.0134563230113914,0.013490589669417383,0.00342359851684334,0.0033791066729419797,0.003404120172268488,0.0009880224230951213,0.0009610486689638803,0.000976144791020714,3.429095870538155e-05,2.9792632941352764e-05,3.226590208892202e-05,9.087914079572696e-05,8.4220754640808e-05,8.83599703648513e-05,0.012439749990079688,0.012369137615901487,0.012400366689002783,2.7562370587758656e-05,2.4009071244744316e-05,2.565071714182085e-05,7.83021891697689e-06,6.075169849378622e-06,6.885192495962439e-06,2.700075488612721e-07,0.0,1.3500377443063606e-07,1.3500377443063606e-07,0.0,0.0,0.004529398232751749,0.004474386894746753,0.004504670941427033,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008569769593307915,0.0008352953531572313,0.0008467436732289493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014299059772595249,0.00013557079028324472,0.00013864887634026322,0.0,0.0,0.0,0.0,0.0,0.0
57,14.375,0.008799519016633972,0.00873040788442744,0.008766132583217276,0.009710605488756562,0.009640592531336834,0.009669645343594307,0.014049513395786683,0.013972258835906496,0.014017509401020155,0.008659293296208358,0.008590867983175935,0.008622151057787002,0.0024813693740350904,0.002442985100888972,0.0024634813739230314,0.0001235716548118498,0.00011565503347923729,0.00011995085358162013,0.00024100333796259427,0.0002295064165320813,0.00023490656750930672,0.013873527875589884,0.013783302153062399,0.01383160920362917,9.92709754143353e-05,9.13975552895406e-05,9.497515531195246e-05,2.970083037473993e-05,2.5785720916251484e-05,2.727076243498848e-05,0.0,0.0,0.0,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,0.006941850880015488,0.006885489504266186,0.006911788239525274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018191272590940256,0.0017933901395365693,0.001810130607565968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033280590457542675,0.000319397329698976,0.0003273166511070771,0.0,0.0,0.0,0.0,0.0,0.0
58,14.625,0.016098022867940313,0.016010967034036462,0.016051408764704903,0.014838173045104597,0.0147484009352592,0.014792836077575299,0.013984058165791733,0.013883318349311594,0.013934009566534808,0.01579024666314433,0.01570680353024424,0.015751632883581675,0.004464207610154682,0.00442297205729259,0.004442029190091218,0.0003950210439840411,0.0003812290583882073,0.0003867858137437723,0.0005302894258125612,0.000514569586317858,0.0005218570900616237,0.014564477193125877,0.014501916444054722,0.014535721389172153,0.0003443460272137575,0.0003302192322573358,0.00033683441720443695,9.792093767002893e-05,9.110594713677044e-05,9.396262700372268e-05,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-06,1.7550490675982686e-06,2.160060390890177e-06,0.008856965822729696,0.008789933748649397,0.008827221791147139,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.003324284340221187,0.003285700261488911,0.003302934843332726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0007798034017152628,0.0007593962311723278,0.0007685089859463957,0.0,0.0,0.0,0.0,0.0,0.0
59,14.875,0.02070536687989733,0.020600771355619454,0.02065895258224808,0.019103790103071814,0.01900948186640555,0.01904957258726047,0.013274548529347015,0.013188475522921017,0.013236917577262218,0.020157278556463838,0.02006519518200019,0.020106044624067412,0.00576798766119013,0.00571679963007701,0.005741710526534951,0.0008794793884528898,0.0008587158079454582,0.0008690192960100042,0.001000782979854305,0.0009791391747375855,0.000989307659027701,0.0145338367364811,0.014450987620188508,0.014483744936016358,0.0008106274634932654,0.000789750479815312,0.0008007748880353177,0.00022995462906319098,0.00021814989902697618,0.00022491628820143965,2.025056616459541e-06,1.2150339698757244e-06,1.5525434059523147e-06,1.0665298180020248e-05,8.50523778913007e-06,9.58526798457516e-06,0.010159833248249992,0.010097920517296103,0.010125890599282641,1.8900528420289047e-06,9.450264210144524e-07,1.3500377443063605e-06,4.0501132329190813e-07,1.3500377443063606e-07,2.700075488612721e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,9.450264210144524e-07,4.0501132329190813e-07,6.750188721531802e-07,0.004967123670663689,0.004918776118964589,0.00494228567624394,0.0,0.0,0.0,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,5.400150977225442e-07,1.3500377443063606e-07,2.700075488612721e-07,0.0016253104403704274,0.0015931849422069133,0.0016109325383935646,0.0,0.0,0.0,0.0,0.0,0.0
60,15.125,0.02259027877819592,0.022484765228251914,0.02253483002796177,0.02183001852286724,0.021729710718465276,0.02178630160063111,0.012480018915916857,0.01240951994490918,0.012447753013827936,0.02197435375818652,0.02186812198816254,0.02191705275616718,0.006354886869696945,0.006304789669081224,0.006328639435872142,0.001438103406442953,0.0014127334971519479,0.0014246273296792868,0.0016951073917510662,0.0016661085810033658,0.0016821470294057252,0.014020158175074484,0.013934889791144097,0.013979505838517932,0.001369094877104989,0.0013411760965527336,0.0013516577895995282,0.00040361268418880676,0.0003889026729268446,0.00039643858361556277,1.1880332149895973e-05,9.18025666128325e-06,1.0530294405589613e-05,3.4987578181443636e-05,3.102926751513739e-05,3.287341907385988e-05,0.010844718196238563,0.010764266746979858,0.01080900969790166,1.16103246010347e-05,9.18025666128325e-06,1.059779629280493e-05,4.341721385689255e-06,3.0834862079957273e-06,3.7801056840578095e-06,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,3.5316987391054384e-06,2.4300679397514488e-06,3.1050868119046293e-06,0.0063847929058088206,0.0063149203523144995,0.006347877473728507,4.0501132329190813e-07,1.3500377443063606e-07,2.700075488612721e-07,5.400150977225442e-07,0.0,2.700075488612721e-07,9.666270249233536e-07,4.0501132329190813e-07,6.750188721531802e-07,1.0800301954450885e-06,4.0501132329190813e-07,6.750188721531802e-07,0.002748039629592437,0.002717118365096845,0.0027326789001377197,0.0,0.0,0.0,0.0,0.0,0.0
61,15.375,0.02372143760309338,0.02361778710523651,0.023674599393592413,0.023358126245647606,0.023250630840294953,0.023307659134689945,0.011374246200763336,0.011310605421496733,0.011339642033301275,0.022803158129869123,0.022686828077517734,0.022727075402750995,0.0067250996200916135,0.006670201685257139,0.006699292298571453,0.002423404153445553,0.0023889835911167175,0.002409952377361284,0.0026844150507787674,0.0026473592147730463,0.002666054537456201,0.013222831283438126,0.01313113131969386,0.013174343327813618,0.002337422949586169,0.0023015011452856655,0.0023183523164100974,0.0006730154161406296,0.000654411896024088,0.000662666026792777,4.725132105072262e-05,4.212117762235845e-05,4.482125311097117e-05,9.337401054720512e-05,8.665082258055945e-05,9.031752509409552e-05,0.010969953097551399,0.01090428186151736,0.01093847831758064,4.522626443426308e-05,4.0301326743033474e-05,4.299870215615758e-05,1.4602008242417594e-05,1.226374286927898e-05,1.3500377443063605e-05,3.5100981351965372e-06,2.2950641653208126e-06,2.835079263043357e-06,1.1631925204943602e-05,9.563667380666259e-06,1.0800301954450884e-05,0.0073043306142107686,0.007246646201472046,0.0072819010871268625,2.835079263043357e-06,1.7550490675982686e-06,2.2950641653208126e-06,1.1016307993539897e-06,5.184144938136424e-07,8.100226465838163e-07,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,2.4300679397514488e-06,1.4850415187369966e-06,1.8900528420289047e-06,0.0039688625613157474,0.003923965706091095,0.003943392749231663,0.0,0.0,0.0,0.0,0.0,0.0
62,15.625,0.02442035754347176,0.02428217308011554,0.02435947354127903,0.024259303440726986,0.024133339519032227,0.024199831578014804,0.009897223906227519,0.009818333100601232,0.00986540081651873,0.023158979477909486,0.023053352524794953,0.023113861216494766,0.0070994650865877675,0.007031223378688569,0.0070594823687523895,0.0038243545211651946,0.0037829029622640123,0.003805081382327477,0.0039622689769725555,0.003920633812938147,0.003941840205825712,0.011976654642876741,0.011901986755314646,0.011936831229495194,0.003648520205195757,0.0035999728479105004,0.0036243113283648556,0.0010670212317409524,0.0010441677928053341,0.001054446980190483,0.00015943945760258117,0.00015044820622550084,0.00015532184248244677,0.00020254886285377187,0.00019235877795974746,0.00019683550311986735,0.010566788625893702,0.01049884392629825,0.010527931839537076,0.00014731071850773285,0.00013982070910232116,0.00014323900467090486,4.8622959398937874e-05,4.266119272008099e-05,4.5968785193631574e-05,1.6627064858877135e-05,1.3905388766355513e-05,1.5187924623446556e-05,3.037584924689311e-05,2.6865751111696573e-05,2.8080785081572298e-05,0.007604319801297596,0.007545161147342091,0.007573374236122606,1.1880332149895973e-05,9.315260435713888e-06,1.0665298180020248e-05,5.670158526086714e-06,4.163516403440816e-06,4.8601358795028975e-06,3.375094360765901e-06,2.160060390890177e-06,2.700075488612721e-06,5.80516230051735e-06,4.185117007349717e-06,5.062641541148852e-06,0.00464644650518311,0.004601360644674255,0.004625904330865745,1.4850415187369966e-06,6.750188721531802e-07,1.0125283082297704e-06,5.400150977225442e-07,1.3500377443063606e-07,4.0501132329190813e-07
63,15.875,0.024913245523616057,0.02480927101670056,0.02487032782372456,0.024827183317492018,0.024720325129954677,0.024781427838261982,0.008465757285335575,0.008399308427560818,0.008426665592411441,0.023563558789123216,0.023448800180706195,0.023520897596403134,0.007552483752067209,0.007490668223830909,0.007520790265981873,0.0053638457622055555,0.005310854080666042,0.005332311580574047,0.005481018238109393,0.0054251050748912,0.005457257573809601,0.010691634716336176,0.010633334686386052,0.010663610632839864,0.005067026463742359,0.005013143757291604,0.00504002840893172,0.001538972826546547,0.001515379566927049,0.0015283777303292307,0.0003387676712542837,0.0003243924693529095,0.0003314342662272115,0.0003609298908648169,0.0003471217048160514,0.0003541824022187737,0.009756317766778775,0.009677070551187992,0.009718786717487058,0.00030551354153652936,0.00029332000062995433,0.0002991683641382895,0.00010532454465980502,9.731612076057969e-05,0.00010125283082297704,5.161464304032077e-05,4.64412984041388e-05,4.873636256945961e-05,6.549843120276738e-05,5.9266656975049224e-05,6.237174378695385e-05,0.007438346161012572,0.00737850168788296,0.007402999472791143,3.8746083261592545e-05,3.438276127199439e-05,3.658602287070237e-05,1.7145479352690777e-05,1.4380602052351352e-05,1.57279397211691e-05,8.775245337991344e-06,6.750188721531802e-06,7.560211368115619e-06,1.2441947851527418e-05,9.990279307867068e-06,1.1340317052173428e-05,0.004800091600787128,0.004752743077018815,0.00477461098840109,3.240090586335265e-06,2.003456012550639e-06,2.565071714182085e-06,1.8900528420289047e-06,1.0800301954450885e-06,1.4850415187369966e-06
64,16.125,0.025331595219821715,0.02521075064125336,0.02526838645263329,0.02523627175477173,0.025104335266096157,0.025162610995366885,0.007070844286408472,0.00699918428294069,0.0070338991534977845,0.02405867163147013,0.023969682543516432,0.02400610116170684,0.008044167498543586,0.007978183053752868,0.008018009167209905,0.0070865695260541525,0.007012981668687501,0.007052462172481996,0.007148984471048924,0.007088243572857093,0.007121989116313774,0.009213489190397097,0.00913666124244411,0.009180324163170467,0.006641251475868234,0.00659314693096311,0.0066201800867551,0.002106798701801802,0.0020749648117910583,0.002093503530095873,0.0005427799750228836,0.0005251916832900603,0.0005331299052265818,0.0005518036273058273,0.0005336483197203954,0.0005440652109554633,0.008689544941982775,0.008618063143497242,0.008657184537251752,0.00046956472807366104,0.00045433630231788536,0.0004618479123272059,0.000190646930099967,0.0001808402559253256,0.0001856976917293399,0.00010194945029903911,9.421103394867507e-05,9.81477440110724e-05,0.00011409978999779635,0.00010705799312349439,0.00011036558559704497,0.0068935627299771375,0.006830656371243439,0.0068671019901887335,7.818878599924716e-05,7.141699667380647e-05,7.546710990672555e-05,3.903769141436271e-05,3.48309738031041e-05,3.678852853234832e-05,2.337725358040894e-05,1.9283939139672054e-05,2.1128090698394543e-05,2.2815637878777493e-05,1.968895046296396e-05,2.1330596360040497e-05,0.004597639940650947,0.004556722996696508,0.004581893100401357,8.235230240268799e-06,6.48018117267053e-06,7.155200044823711e-06,4.995139653933534e-06,3.5100981351965372e-06,4.45512455621099e-06
