,xmf,flux_8p4GHz_med_bres,flux_8p4GHz_upp_bres,flux_8p4GHz_low_bres,flux_8p4GHz_med_dale,flux_8p4GHz_upp_dale,flux_8p4GHz_low_dale,flux_5GHz_med_bres,flux_5GHz_upp_bres,flux_5GHz_low_bres,flux_5GHz_med_dale,flux_5GHz_upp_dale,flux_5GHz_low_dale,flux_3GHz_med_bres,flux_3GHz_upp_bres,flux_3GHz_low_bres,flux_3GHz_med_dale,flux_3GHz_upp_dale,flux_3GHz_low_dale,flux_1p4GHz_med_bres,flux_1p4GHz_upp_bres,flux_1p4GHz_low_bres,flux_1p4GHz_med_dale,flux_1p4GHz_upp_dale,flux_1p4GHz_low_dale,flux_610MHz_med_bres,flux_610MHz_upp_bres,flux_610MHz_low_bres,flux_610MHz_med_dale,flux_610MHz_upp_dale,flux_610MHz_low_dale,flux_325MHz_med_bres,flux_325MHz_upp_bres,flux_325MHz_low_bres,flux_325MHz_med_dale,flux_325MHz_upp_dale,flux_325MHz_low_dale,flux_150MHz_med_bres,flux_150MHz_upp_bres,flux_150MHz_low_bres,flux_150MHz_med_dale,flux_150MHz_upp_dale,flux_150MHz_low_dale
25,0.375,5.979121954010944,6.042173699758034,5.902754487187993,6.259301810701805,6.3128210664282935,6.198247845291827,6.280151949674925,6.331304472122307,6.206365735514007,6.447099829290737,6.495161274760976,6.401752825038413,6.491005314989819,6.527050419174458,6.441707107474919,6.746973247754776,6.779667204602896,6.719089650770454,6.832858180096907,6.861646491965825,6.804060921439519,7.040409467886109,7.0607392615016735,7.0190810780274075,7.2764036021217615,7.290637417309065,7.26425713972428,7.483847609403199,7.495987715508758,7.471795056436764,7.57468706226412,7.587634616246771,7.565638933286723,7.764117930338848,7.774637010685271,7.756485331420369,7.9326853476247825,7.940192860832251,7.924990427846495,8.165097691069674,8.170953577857645,8.160847666438144
26,0.625,5.638945323661856,5.729121954010944,5.5663946565132445,5.7490167827278835,5.794047681012643,5.686369973589994,5.671130007033257,5.7680400200413136,5.585699811708631,5.922941980027057,5.981064195809971,5.875637579613974,5.931542151788975,5.98859637354202,5.854196386443471,6.17579501100695,6.215906525409986,6.126192503970353,6.280876827027511,6.313877087130436,6.241005314989819,6.463271454817931,6.500801281034427,6.42536910001149,6.623645697172076,6.650483237055614,6.591029566303881,6.813362998827971,6.836755832410773,6.796843577891519,6.96036847796768,6.981489468470843,6.944131279096995,7.170424240704111,7.185867449358889,7.1544115704577385,7.348802125104897,7.363006829592589,7.3362417441083085,7.556208391182482,7.566094494803394,7.54695165375655
27,0.875,4.6729419800270575,4.877061962682982,4.4510932304107005,5.204420897069312,5.296191270424957,5.115108065811778,5.229244480794344,5.3163946565132445,5.120100011369276,5.371911984363075,5.453403312888775,5.275001971355019,5.388945323661856,5.492485915568926,5.296191270424957,5.559432705199539,5.636729807372612,5.492485915568926,5.681542151788975,5.731064195809971,5.607440431270625,5.887785828074755,5.933013368012132,5.8363419128139205,6.087915327997875,6.1231910883464185,6.053153221738663,6.219484643505188,6.248499280087083,6.1834869902336695,6.340394932917011,6.3631380600555705,6.311790504462739,6.510530418262569,6.535073359340094,6.485855336669912,6.741869591709129,6.759301810701805,6.721259459671394,6.973102516978409,6.986657381617126,6.957002559835344
28,1.125,4.2010932304107005,4.4229419800270575,3.7239719756910383,4.326031967019,4.502123226074682,4.025001971355019,4.502123226074682,4.678214485130363,4.326031967019,4.723971975691038,4.837915327997875,4.569070015705295,4.765364660849263,4.875035229044788,4.670424240704111,5.104183217402644,5.173604626161113,5.025001971355019,5.155335739850026,5.231288015767452,5.0663946565132445,5.2680400200413136,5.336755832410774,5.186369973589994,5.472160002697239,5.52331252514462,5.4229419800270575,5.668454647841207,5.711459481824131,5.6151748029513335,5.7921578374372,5.831181945338907,5.757395731177988,5.946688446838621,5.975172031163219,5.908663406508637,6.133059345138873,6.155593023318393,6.10025687188792,6.302611185659111,6.330525304566275,6.279066424269358
29,1.375,3.4739719756910383,3.7750019713550196,-inf,3.951093230410701,4.1729419800270575,3.7750019713550196,3.951093230410701,4.1729419800270575,3.7750019713550196,4.076031967019,4.263552687855464,3.7750019713550196,4.1729419800270575,4.319070015705295,3.951093230410701,4.377061962682982,4.515364660849263,4.1729419800270575,4.620100011369276,4.729244480794344,4.515364660849263,4.775001971355019,4.871911984363076,4.704420897069312,4.905335739850026,4.979121954010944,4.835699811708631,5.0180400200413136,5.086755832410774,4.9487707944916695,5.159713714293302,5.215596233194851,5.086755832410774,5.337294835811495,5.383314014052346,5.280151949674925,5.553153221738663,5.591243271346802,5.507395731177988,5.714521223973638,5.752725576643868,5.688815823738736
30,1.625,3.2239719756910383,3.5250019713550196,-inf,,,,,,,,,,3.2239719756910383,3.5250019713550196,-inf,3.7010932304107005,3.922941980027057,3.2239719756910383,3.922941980027057,4.069070015705295,3.7010932304107005,4.127061962682982,4.265364660849263,3.9903848228034375,4.370100011369276,4.479244480794344,4.265364660849263,4.546191270424957,4.655335739850026,4.479244480794344,4.655335739850026,4.729121954010944,4.585699811708631,4.780274476458326,4.836755832410773,4.686369973589994,4.972160002697239,5.02331252514462,4.9052132130666255,5.158470426934606,5.206966430349703,5.120718591298444
31,1.875,,,,2.9739719756910383,3.2750019713550196,-inf,2.9739719756910383,3.2750019713550196,-inf,2.9739719756910383,3.2750019713550196,-inf,2.9739719756910383,3.2750019713550196,-inf,,,,2.9739719756910383,3.2750019713550196,-inf,3.451093230410701,3.672941980027057,2.9739719756910383,3.672941980027057,3.8190700157052953,3.451093230410701,3.903390901405331,4.015364660849263,3.672941980027057,4.120100011369276,4.256367480433564,4.015364660849263,4.252725576643868,4.335699811708631,4.120100011369276,4.388945323661856,4.465333669525311,4.275001971355019,4.524200328746132,4.586755832410774,4.4510932304107005
32,2.125,,,,,,,,,,,,,,,,2.7239719756910383,3.0250019713550196,-inf,2.7239719756910383,3.0250019713550196,-inf,,,,3.201093230410701,3.326031967019001,2.7239719756910383,3.201093230410701,3.422941980027057,2.7239719756910383,3.422941980027057,3.5690700157052953,3.201093230410701,3.5690700157052953,3.678214485130363,3.326031967019001,3.9000632347467197,3.9792444807943443,3.7653646608492632,4.046191270424957,4.138945323661856,3.9280919583469633
33,2.375,,,,,,,,,,,,,,,,,,,,,,2.4739719756910383,2.7750019713550196,-inf,,,,,,,2.4739719756910383,2.7750019713550196,-inf,2.951093230410701,3.0930653063177806,2.4739719756910383,2.951093230410701,3.2521232260746817,2.7750019713550196,3.377061962682982,3.5153646608492632,3.172941980027057
34,2.625,,,,,,,,,,,,,,,,,,,,,,,,,2.2239719756910383,2.5250019713550196,-inf,2.2239719756910383,2.5250019713550196,-inf,,,,,,,2.7010932304107005,2.922941980027057,2.2239719756910383,2.7010932304107005,2.922941980027057,2.2239719756910383
35,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9739719756910383,2.2750019713550196,-inf,1.9739719756910383,2.2750019713550196,-inf,,,,,,
36,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7239719756910383,2.0250019713550196,-inf,1.7239719756910383,2.0250019713550196,-inf
37,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
